date,tank,tag,type,ymd,variable,value
2023-11-07T15:03:00Z,T6,10046,tank,2023-11-07,OmegaAragonite,3.785660225509014
2023-11-07T15:05:00Z,T7,10061,tank,2023-11-07,temp.ERL,27.899589
2023-11-07T15:05:00Z,T7,10061,tank,2023-11-07,pH.ERL,NA
2023-11-07T15:05:00Z,T7,10061,tank,2023-11-07,sal,35.56287699018261
2023-11-07T15:05:00Z,T7,10061,tank,2023-11-07,dic,2088.862384943346
2023-11-07T15:05:00Z,T7,10061,tank,2023-11-07,ta,2398.148055903997
2023-11-07T15:05:00Z,T7,10061,tank,2023-11-07,spec_pHCorrected,7.982462280409363
2023-11-07T15:05:00Z,T7,10061,tank,2023-11-07,ph_calc,7.996006937558351
2023-11-07T15:05:00Z,T7,10061,tank,2023-11-07,CO2,12.39777647081847
2023-11-07T15:05:00Z,T7,10061,tank,2023-11-07,pCO2,471.6962210457336
2023-11-07T15:05:00Z,T7,10061,tank,2023-11-07,HCO3,1852.9043964888926
2023-11-07T15:05:00Z,T7,10061,tank,2023-11-07,CO3,223.56021198363555
2023-11-07T15:05:00Z,T7,10061,tank,2023-11-07,OmegaAragonite,3.5846589482806874
2023-11-07T15:06:00Z,T8,10079,tank,2023-11-07,temp.ERL,27.953893
2023-11-07T15:06:00Z,T8,10079,tank,2023-11-07,pH.ERL,8.063887
2023-11-07T15:06:00Z,T8,10079,tank,2023-11-07,sal,35.573359131472685
2023-11-07T15:06:00Z,T8,10079,tank,2023-11-07,dic,2068.5525016468464
2023-11-07T15:06:00Z,T8,10079,tank,2023-11-07,ta,2397.217006329391
2023-11-07T15:06:00Z,T8,10079,tank,2023-11-07,spec_pHCorrected,8.042076046618208
2023-11-07T15:06:00Z,T8,10079,tank,2023-11-07,ph_calc,8.026271397923033
2023-11-07T15:06:00Z,T8,10079,tank,2023-11-07,CO2,11.352548250825715
2023-11-07T15:06:00Z,T8,10079,tank,2023-11-07,pCO2,432.510428587254
2023-11-07T15:06:00Z,T8,10079,tank,2023-11-07,HCO3,1821.0994186623311
2023-11-07T15:06:00Z,T8,10079,tank,2023-11-07,CO3,236.10053473368941
2023-11-07T15:06:00Z,T8,10079,tank,2023-11-07,OmegaAragonite,3.7865074018462126
2023-11-14T15:13:00Z,loop,10048,loop,2023-11-14,temp.ERL,26.2516
2023-11-14T15:13:00Z,loop,10048,loop,2023-11-14,pH.ERL,NA
2023-11-14T15:13:00Z,loop,10048,loop,2023-11-14,sal,34.44687561920812
2023-11-14T15:13:00Z,loop,10048,loop,2023-11-14,dic,2214.2000091673954
2023-11-14T15:13:00Z,loop,10048,loop,2023-11-14,ta,2403.3408462755842
2023-11-14T15:13:00Z,loop,10048,loop,2023-11-14,spec_pHCorrected,7.85248344635006
2023-11-14T15:13:00Z,loop,10048,loop,2023-11-14,ph_calc,7.810944663278493
2023-11-14T15:13:00Z,loop,10048,loop,2023-11-14,CO2,21.794945255015445
2023-11-14T15:13:00Z,loop,10048,loop,2023-11-14,pCO2,792.2368724568394
2023-11-14T15:13:00Z,loop,10048,loop,2023-11-14,HCO3,2044.5162386404877
2023-11-14T15:13:00Z,loop,10048,loop,2023-11-14,CO3,147.88882527189205
2023-11-14T15:13:00Z,loop,10048,loop,2023-11-14,OmegaAragonite,2.3698173873915636
2023-11-14T15:08:00Z,T5,10034,tank,2023-11-14,temp.ERL,27.9345
2023-11-14T15:08:00Z,T5,10034,tank,2023-11-14,pH.ERL,7.94875
2023-11-14T15:08:00Z,T5,10034,tank,2023-11-14,sal,34.709071043530685
2023-11-14T15:08:00Z,T5,10034,tank,2023-11-14,dic,2146.437848092354
2023-11-14T15:08:00Z,T5,10034,tank,2023-11-14,ta,2395.70143243717
2023-11-14T15:08:00Z,T5,10034,tank,2023-11-14,spec_pHCorrected,7.937729442040899
2023-11-14T15:08:00Z,T5,10034,tank,2023-11-14,ph_calc,7.902531382749854
2023-11-14T15:08:00Z,T5,10034,tank,2023-11-14,CO2,16.234523002156482
2023-11-14T15:08:00Z,T5,10034,tank,2023-11-14,pCO2,615.5169933895223
2023-11-14T15:08:00Z,T5,10034,tank,2023-11-14,HCO3,1944.449630985402
2023-11-14T15:08:00Z,T5,10034,tank,2023-11-14,CO3,185.75369410479573
2023-11-14T15:08:00Z,T5,10034,tank,2023-11-14,OmegaAragonite,2.9971208904688997
2023-11-14T15:06:00Z,T6,10007,tank,2023-11-14,temp.ERL,27.9562
2023-11-14T15:06:00Z,T6,10007,tank,2023-11-14,pH.ERL,7.93697
2023-11-14T15:06:00Z,T6,10007,tank,2023-11-14,sal,34.74439551350537
2023-11-14T15:06:00Z,T6,10007,tank,2023-11-14,dic,2145.7529416470393
2023-11-14T15:06:00Z,T6,10007,tank,2023-11-14,ta,2399.107052576841
2023-11-14T15:06:00Z,T6,10007,tank,2023-11-14,spec_pHCorrected,7.946766428598749
2023-11-14T15:06:00Z,T6,10007,tank,2023-11-14,ph_calc,7.908799264989212
2023-11-14T15:06:00Z,T6,10007,tank,2023-11-14,CO2,15.96531084580897
2023-11-14T15:06:00Z,T6,10007,tank,2023-11-14,pCO2,605.7317539917976
2023-11-14T15:06:00Z,T6,10007,tank,2023-11-14,HCO3,1941.3341518318414
2023-11-14T15:06:00Z,T6,10007,tank,2023-11-14,CO3,188.4534789693888
2023-11-14T15:06:00Z,T6,10007,tank,2023-11-14,OmegaAragonite,3.040288577109756
2023-11-14T15:04:00Z,T7,10077,tank,2023-11-14,temp.ERL,27.9135
2023-11-14T15:04:00Z,T7,10077,tank,2023-11-14,pH.ERL,7.95768
2023-11-14T15:04:00Z,T7,10077,tank,2023-11-14,sal,34.77026731084551
2023-11-14T15:04:00Z,T7,10077,tank,2023-11-14,dic,2144.189797585404
2023-11-14T15:04:00Z,T7,10077,tank,2023-11-14,ta,2390.525258260926
2023-11-14T15:04:00Z,T7,10077,tank,2023-11-14,spec_pHCorrected,7.9355921068718
2023-11-14T15:04:00Z,T7,10077,tank,2023-11-14,ph_calc,7.897398249109436
2023-11-14T15:04:00Z,T7,10077,tank,2023-11-14,CO2,16.42275627364679
2023-11-14T15:04:00Z,T7,10077,tank,2023-11-14,pCO2,622.5349602730873
2023-11-14T15:04:00Z,T7,10077,tank,2023-11-14,HCO3,1944.1087093913027
2023-11-14T15:04:00Z,T7,10077,tank,2023-11-14,CO3,183.65833192045446
2023-11-14T15:04:00Z,T7,10077,tank,2023-11-14,OmegaAragonite,2.961729979891838
2023-11-14T15:03:00Z,T8,10042,tank,2023-11-14,temp.ERL,27.8864
2023-11-14T15:03:00Z,T8,10042,tank,2023-11-14,pH.ERL,7.92326
2023-11-14T15:03:00Z,T8,10042,tank,2023-11-14,sal,34.798209055328584
2023-11-14T15:03:00Z,T8,10042,tank,2023-11-14,dic,2139.957427355804
2023-11-14T15:03:00Z,T8,10042,tank,2023-11-14,ta,2389.98876217912
2023-11-14T15:03:00Z,T8,10042,tank,2023-11-14,spec_pHCorrected,7.936955991815831
2023-11-14T15:03:00Z,T8,10042,tank,2023-11-14,ph_calc,7.9043365780394295
2023-11-14T15:03:00Z,T8,10042,tank,2023-11-14,CO2,16.11506203217637
2023-11-14T15:03:00Z,T8,10042,tank,2023-11-14,pCO2,610.5628001664038
2023-11-14T15:03:00Z,T8,10042,tank,2023-11-14,HCO3,1937.8864928773153
2023-11-14T15:03:00Z,T8,10042,tank,2023-11-14,CO3,185.95587244631238
2023-11-14T15:03:00Z,T8,10042,tank,2023-11-14,OmegaAragonite,2.9977715065282853
2023-11-21T14:50:00Z,T5,10055,tank,2023-11-21,temp.ERL,28.0512
2023-11-21T14:50:00Z,T5,10055,tank,2023-11-21,pH.ERL,8.05352
2023-11-21T14:50:00Z,T5,10055,tank,2023-11-21,sal,33.45054871703679
2023-11-21T14:50:00Z,T5,10055,tank,2023-11-21,dic,2045.9922906154372
2023-11-21T14:50:00Z,T5,10055,tank,2023-11-21,ta,2384.778670834197
2023-11-21T14:50:00Z,T5,10055,tank,2023-11-21,spec_pHCorrected,8.019930311666766
2023-11-21T14:50:00Z,T5,10055,tank,2023-11-21,ph_calc,8.069514060204227
2023-11-21T14:50:00Z,T5,10055,tank,2023-11-21,CO2,10.266439251573251
2023-11-21T14:50:00Z,T5,10055,tank,2023-11-21,pCO2,387.84669637594794
2023-11-21T14:50:00Z,T5,10055,tank,2023-11-21,HCO3,1790.7098888321548
2023-11-21T14:50:00Z,T5,10055,tank,2023-11-21,CO3,245.01596253170908
2023-11-21T14:50:00Z,T5,10055,tank,2023-11-21,OmegaAragonite,3.9888765275769713
2023-11-21T14:52:00Z,T6,10060,tank,2023-11-21,temp.ERL,28.0435
2023-11-21T14:52:00Z,T6,10060,tank,2023-11-21,pH.ERL,8.02419
2023-11-21T14:52:00Z,T6,10060,tank,2023-11-21,sal,33.45750975430504
2023-11-21T14:52:00Z,T6,10060,tank,2023-11-21,dic,2045.248685654486
2023-11-21T14:52:00Z,T6,10060,tank,2023-11-21,ta,2385.1401680151052
2023-11-21T14:52:00Z,T6,10060,tank,2023-11-21,spec_pHCorrected,8.065983670251306
2023-11-21T14:52:00Z,T6,10060,tank,2023-11-21,ph_calc,8.071207657409207
2023-11-21T14:52:00Z,T6,10060,tank,2023-11-21,CO2,10.219124499321309
2023-11-21T14:52:00Z,T6,10060,tank,2023-11-21,pCO2,386.00192417139687
2023-11-21T14:52:00Z,T6,10060,tank,2023-11-21,HCO3,1789.2805246968742
2023-11-21T14:52:00Z,T6,10060,tank,2023-11-21,CO3,245.749036458291
2023-11-21T14:52:00Z,T6,10060,tank,2023-11-21,OmegaAragonite,4.000465042000462
2023-11-21T14:54:00Z,T7,10067,tank,2023-11-21,temp.ERL,27.9983
2023-11-21T14:54:00Z,T7,10067,tank,2023-11-21,pH.ERL,8.06105
2023-11-21T14:54:00Z,T7,10067,tank,2023-11-21,sal,33.488653365851405
2023-11-21T14:54:00Z,T7,10067,tank,2023-11-21,dic,2038.0176293336688
2023-11-21T14:54:00Z,T7,10067,tank,2023-11-21,ta,2386.73011945097
2023-11-21T14:54:00Z,T7,10067,tank,2023-11-21,spec_pHCorrected,8.068444103949016
2023-11-21T14:54:00Z,T7,10067,tank,2023-11-21,ph_calc,8.084895824102174
2023-11-21T14:54:00Z,T7,10067,tank,2023-11-21,CO2,9.837221590061054
2023-11-21T14:54:00Z,T7,10067,tank,2023-11-21,pCO2,371.2343671525233
2023-11-21T14:54:00Z,T7,10067,tank,2023-11-21,HCO3,1776.5876555558518
2023-11-21T14:54:00Z,T7,10067,tank,2023-11-21,CO3,251.59275218775562
2023-11-21T14:54:00Z,T7,10067,tank,2023-11-21,OmegaAragonite,4.093767324196742
2023-11-21T14:56:00Z,T8,10076,tank,2023-11-21,temp.ERL,28.0083
2023-11-21T14:56:00Z,T8,10076,tank,2023-11-21,pH.ERL,8.01106
2023-11-21T14:56:00Z,T8,10076,tank,2023-11-21,sal,33.52869614649071
2023-11-21T14:56:00Z,T8,10076,tank,2023-11-21,dic,2052.8469658967547
2023-11-21T14:56:00Z,T8,10076,tank,2023-11-21,ta,2380.3220618795394
2023-11-21T14:56:00Z,T8,10076,tank,2023-11-21,spec_pHCorrected,8.040093921325926
2023-11-21T14:56:00Z,T8,10076,tank,2023-11-21,ph_calc,8.052003539990578
2023-11-21T14:56:00Z,T8,10076,tank,2023-11-21,CO2,10.774022210908523
2023-11-21T14:56:00Z,T8,10076,tank,2023-11-21,pCO2,406.7667220749315
2023-11-21T14:56:00Z,T8,10076,tank,2023-11-21,HCO3,1804.8147739827411
2023-11-21T14:56:00Z,T8,10076,tank,2023-11-21,CO3,237.25816970310478
2023-11-21T14:56:00Z,T8,10076,tank,2023-11-21,OmegaAragonite,3.8597532357993813
2023-11-21T15:02:00Z,loop,10084,loop,2023-11-21,temp.ERL,25.2344
2023-11-21T15:02:00Z,loop,10084,loop,2023-11-21,pH.ERL,NA
2023-11-21T15:02:00Z,loop,10084,loop,2023-11-21,sal,33.561150364685034
2023-11-21T15:02:00Z,loop,10084,loop,2023-11-21,dic,2124.7716452848263
2023-11-21T15:02:00Z,loop,10084,loop,2023-11-21,ta,2375.800932599865
2023-11-21T15:02:00Z,loop,10084,loop,2023-11-21,spec_pHCorrected,7.926617065385936
2023-11-21T15:02:00Z,loop,10084,loop,2023-11-21,ph_calc,7.9626306229213
2023-11-21T15:02:00Z,loop,10084,loop,2023-11-21,CO2,14.857775231339113
2023-11-21T15:02:00Z,loop,10084,loop,2023-11-21,pCO2,524.1606156364599
2023-11-21T15:02:00Z,loop,10084,loop,2023-11-21,HCO3,1923.7074368313863
2023-11-21T15:02:00Z,loop,10084,loop,2023-11-21,CO3,186.2064332221005
2023-11-21T15:02:00Z,loop,10084,loop,2023-11-21,OmegaAragonite,2.9853740942318745
2023-11-28T15:22:00Z,T5,10015,tank,2023-11-28,temp.ERL,28.0116
2023-11-28T15:22:00Z,T5,10015,tank,2023-11-28,pH.ERL,7.87868
2023-11-28T15:22:00Z,T5,10015,tank,2023-11-28,sal,32.78795991146536
2023-11-28T15:22:00Z,T5,10015,tank,2023-11-28,dic,2142.8223980452267
2023-11-28T15:22:00Z,T5,10015,tank,2023-11-28,ta,2439.4994429526037
2023-11-28T15:22:00Z,T5,10015,tank,2023-11-28,spec_pHCorrected,7.996869536803739
2023-11-28T15:22:00Z,T5,10015,tank,2023-11-28,ph_calc,8.002254213198789
2023-11-28T15:22:00Z,T5,10015,tank,2023-11-28,CO2,12.870340502467284
2023-11-28T15:22:00Z,T5,10015,tank,2023-11-28,pCO2,484.13060761846225
2023-11-28T15:22:00Z,T5,10015,tank,2023-11-28,HCO3,1909.9475152571636
2023-11-28T15:22:00Z,T5,10015,tank,2023-11-28,CO3,220.0045422855961
2023-11-28T15:22:00Z,T5,10015,tank,2023-11-28,OmegaAragonite,3.5956020707808576
2023-11-28T15:23:00Z,T6,10023,tank,2023-11-28,temp.ERL,27.999
2023-11-28T15:23:00Z,T6,10023,tank,2023-11-28,pH.ERL,7.9509
2023-11-28T15:23:00Z,T6,10023,tank,2023-11-28,sal,32.83161018544499
2023-11-28T15:23:00Z,T6,10023,tank,2023-11-28,dic,2140.7528094879094
2023-11-28T15:23:00Z,T6,10023,tank,2023-11-28,ta,2439.3257362363656
2023-11-28T15:23:00Z,T6,10023,tank,2023-11-28,spec_pHCorrected,8.003661715677085
2023-11-28T15:23:00Z,T6,10023,tank,2023-11-28,ph_calc,8.0050655632997
2023-11-28T15:23:00Z,T6,10023,tank,2023-11-28,CO2,12.763967976284649
2023-11-28T15:23:00Z,T6,10023,tank,2023-11-28,pCO2,480.0908254066805
2023-11-28T15:23:00Z,T6,10023,tank,2023-11-28,HCO3,1906.790247041489
2023-11-28T15:23:00Z,T6,10023,tank,2023-11-28,CO3,221.19859447013624
2023-11-28T15:23:00Z,T6,10023,tank,2023-11-28,OmegaAragonite,3.6139089216627687
2023-11-28T15:25:00Z,T7,10043,tank,2023-11-28,temp.ERL,27.9989
2023-11-28T15:25:00Z,T7,10043,tank,2023-11-28,pH.ERL,7.93014
2023-11-28T15:25:00Z,T7,10043,tank,2023-11-28,sal,32.97202900905869
